index,t,days,years,latmin,lonmin,latmax,lonmax,siteID,lpC,sdlpC,MLD,N0
177,1400,304,2001,40,-25,45,-15,7,2.00888255250764,0.935102166343248,56.259015544355,13.472831875
178,1408,312,2001,40,-25,45,-15,7,2.75945688122293,0.55756612191242,63.1110474692783,13.472831875
179,1416,320,2001,40,-25,45,-15,7,2.71198909899764,0.524329512450013,70.251643290553,13.472831875
180,1424,328,2001,40,-25,45,-15,7,1.88083134495543,0.98822100587198,79.4121879414058,13.472831875
181,1432,336,2001,40,-25,45,-15,7,1.92368736429836,0.916052536153058,88.5727324766253,13.472831875
182,1440,344,2001,40,-25,45,-15,7,2.42000591873805,0.735532602520851,97.7332772033747,13.472831875
183,1448,352,2001,40,-25,45,-15,7,1.40955193557172,1.05333860712852,112.630460172825,13.472831875
184,1456,360,2001,40,-25,45,-15,7,2.43459304246833,0.790949758581754,137.088707881636,13.472831875
185,1462,1,2002,40,-25,45,-15,7,1.65566408371993,0.971160530341766,135.205016306043,13.472831875
186,1469,8,2002,40,-25,45,-15,7,1.65566408371993,0.971160530341766,135.205016306043,13.472831875
187,1477,16,2002,40,-25,45,-15,7,1.70082148649809,0.83146430086408,152.16952733424,13.472831875
188,1485,24,2002,40,-25,45,-15,7,1.88353607333645,1.24292524313267,191.986911666195,13.472831875
189,1493,32,2002,40,-25,45,-15,7,2.36475099710563,0.628428374559738,231.80429604835,13.472831875
190,1501,40,2002,40,-25,45,-15,7,2.14942362412851,0.926798969053604,271.621680703428,13.472831875
191,1509,48,2002,40,-25,45,-15,7,2.41073756936887,0.753682340481154,301.271818669637,13.472831875
192,1517,56,2002,40,-25,45,-15,7,2.04960075580701,0.951183677137395,300.420219873588,13.472831875
193,1525,64,2002,40,-25,45,-15,7,2.44208496483608,0.858831596325107,299.568620395925,13.472831875
194,1533,72,2002,40,-25,45,-15,7,2.02135793703877,0.807464920206131,298.717021251388,13.472831875
195,1541,80,2002,40,-25,45,-15,7,2.82894713795734,0.514927392654481,262.841454130941,13.472831875
196,1549,88,2002,40,-25,45,-15,7,2.41984273665355,0.796681666165269,215.291230269207,13.472831875
197,1557,96,2002,40,-25,45,-15,7,2.84195644805023,0.51465975465011,167.741006560922,13.472831875
198,1565,104,2002,40,-25,45,-15,7,2.50330591839076,0.761464713294285,120.190783082479,13.472831875
199,1573,112,2002,40,-25,45,-15,7,2.96422973656151,0.654971813599461,94.3200009376806,13.472831875
200,1581,120,2002,40,-25,45,-15,7,3.57343319238017,0.644878835520553,71.5462817841107,13.472831875
201,1589,128,2002,40,-25,45,-15,7,3.42324065721974,0.608453098452413,48.7725626390511,13.472831875
202,1597,136,2002,40,-25,45,-15,7,3.4925906832535,0.46755166408557,28.5680077553294,13.472831875
203,1605,144,2002,40,-25,45,-15,7,3.41010446968027,0.351384200087777,26.3476021624274,13.472831875
204,1613,152,2002,40,-25,45,-15,7,3.16478542569681,0.395377063172518,24.1271965669261,13.472831875
205,1621,160,2002,40,-25,45,-15,7,3.15090915969573,0.390941712511931,21.906790994472,13.472831875
206,1629,168,2002,40,-25,45,-15,7,2.90430574126764,0.474960722334786,20.060907786886,13.472831875
207,1637,176,2002,40,-25,45,-15,7,2.79380705242763,0.402121068384223,19.3385918219802,13.472831875
208,1645,184,2002,40,-25,45,-15,7,2.95779563936978,0.371483874067832,18.6162757756975,13.472831875
209,1653,192,2002,40,-25,45,-15,7,2.75629660837754,0.412964871149256,17.8939597647969,13.472831875
210,1661,200,2002,40,-25,45,-15,7,2.98128118465747,0.353951604912089,17.3669822983196,13.472831875
211,1669,208,2002,40,-25,45,-15,7,2.55704971178961,0.323160422457258,17.0353433285406,13.472831875
212,1677,216,2002,40,-25,45,-15,7,2.47047464209742,0.359155641959729,16.7037043310702,13.472831875
213,1685,224,2002,40,-25,45,-15,7,2.45312529583954,0.41199383548662,16.3720653689156,13.472831875
214,1693,232,2002,40,-25,45,-15,7,2.34692509413957,0.412971143549658,17.4315687518733,13.472831875
215,1701,240,2002,40,-25,45,-15,7,2.31789901327084,0.403594334748986,19.3257575334775,13.472831875
216,1709,248,2002,40,-25,45,-15,7,2.35450989524365,0.443610171457968,21.2199463021756,13.472831875
217,1717,256,2002,40,-25,45,-15,7,2.25548530503937,0.473488913985487,23.1141351046828,13.472831875
218,1725,264,2002,40,-25,45,-15,7,2.53469058311304,0.469171652715882,26.3644566476014,13.472831875
219,1733,272,2002,40,-25,45,-15,7,2.29621525944373,0.483319356003052,30.0668224385051,13.472831875
220,1741,280,2002,40,-25,45,-15,7,2.04082737510513,0.509679741666874,33.7691882363294,13.472831875
221,1749,288,2002,40,-25,45,-15,7,2.25858834361158,0.698730274041789,37.4715540460415,13.472831875
222,1757,296,2002,40,-25,45,-15,7,2.08995342547936,0.763400583985577,41.974068801966,13.472831875
223,1765,304,2002,40,-25,45,-15,7,1.76790544015576,0.806355955942815,46.4765836509567,13.472831875
224,1773,312,2002,40,-25,45,-15,7,2.10358411927141,0.744426546860261,50.9790984298786,13.472831875
225,1781,320,2002,40,-25,45,-15,7,2.68821228131578,0.596902674324727,56.2821071163151,13.472831875
226,1789,328,2002,40,-25,45,-15,7,2.26900663604521,1.06599812421242,67.1885736355516,13.472831875
227,1797,336,2002,40,-25,45,-15,7,2.1187929598829,0.796039292305355,78.0950401782328,13.472831875
228,1805,344,2002,40,-25,45,-15,7,1.90467569340281,0.893644450315914,89.0015066617067,13.472831875
229,1813,352,2002,40,-25,45,-15,7,1.47131452560288,1.1650375568934,100.789755069282,13.472831875
230,1821,360,2002,40,-25,45,-15,7,2.22271805388838,0.98203603136725,114.047640665439,13.472831875
1,1,1,1998,45,-25,50,-15,8,2.36556379649006,0.940503131355263,165.604297664166,14.161156875
2,8,8,1998,45,-25,50,-15,8,2.36556379649006,0.940503131355263,165.604297664166,14.161156875
3,16,16,1998,45,-25,50,-15,8,1.68804872165674,1.28013521444707,188.739972846641,14.161156875
4,24,24,1998,45,-25,50,-15,8,2.01028304094476,1.06237080215012,193.25515942163,14.161156875
5,32,32,1998,45,-25,50,-15,8,1.19074639038234,1.40888296564854,197.770345847872,14.161156875
6,40,40,1998,45,-25,50,-15,8,1.98525556935848,1.14319254118622,202.285532434715,14.161156875
7,48,48,1998,45,-25,50,-15,8,1.54503858393533,0.86783945699681,204.774393127031,14.161156875
8,56,56,1998,45,-25,50,-15,8,2.23713199805395,0.859669479438321,201.184276530809,14.161156875
9,64,64,1998,45,-25,50,-15,8,2.10766278515471,0.911922866012249,197.594159806371,14.161156875
10,72,72,1998,45,-25,50,-15,8,2.07159291566459,0.997072492290953,194.004043610825,14.161156875
11,80,80,1998,45,-25,50,-15,8,2.65530759261038,0.723198152005067,200.574917676317,14.161156875
12,88,88,1998,45,-25,50,-15,8,2.51150579253982,0.65432929541708,210.532788343563,14.161156875
13,96,96,1998,45,-25,50,-15,8,2.7779723008742,0.676910691631069,220.490659185914,14.161156875
14,104,104,1998,45,-25,50,-15,8,2.77955805215538,0.562545126189983,230.448530096743,14.161156875
15,112,112,1998,45,-25,50,-15,8,2.54557181522217,0.664172893440911,182.286192322771,14.161156875
16,120,120,1998,45,-25,50,-15,8,2.63441419047198,0.593809473979834,125.82096770823,14.161156875
17,128,128,1998,45,-25,50,-15,8,2.75356942856776,0.571134834223129,69.3557431773345,14.161156875
18,136,136,1998,45,-25,50,-15,8,3.25955526653684,0.542055154085639,19.8526327497099,14.161156875
19,144,144,1998,45,-25,50,-15,8,4.13197621151622,0.564343999959918,19.0843218879402,14.161156875
20,152,152,1998,45,-25,50,-15,8,4.07868944150073,0.467745254700962,18.3160110068322,14.161156875
21,160,160,1998,45,-25,50,-15,8,3.9647307706058,0.458551959160673,17.5477001483242,14.161156875
22,168,168,1998,45,-25,50,-15,8,3.88567995725813,0.421852680489558,16.824339448909,14.161156875
23,176,176,1998,45,-25,50,-15,8,3.86267018790296,0.408062189698312,16.2358293765038,14.161156875
24,184,184,1998,45,-25,50,-15,8,3.54044813918488,0.393752591474211,15.6473192919129,14.161156875
25,192,192,1998,45,-25,50,-15,8,3.44221484938749,0.364841371300498,15.0588092294832,14.161156875
26,200,200,1998,45,-25,50,-15,8,3.17151399760539,0.429829833166899,14.4753705340541,14.161156875
27,208,208,1998,45,-25,50,-15,8,3.12947207610226,0.375397707365464,13.897003228474,14.161156875
28,216,216,1998,45,-25,50,-15,8,2.92967041227767,0.416145179429923,13.3186359307584,14.161156875
29,224,224,1998,45,-25,50,-15,8,2.85100987849624,0.407195603593369,12.7402686174132,14.161156875
30,232,232,1998,45,-25,50,-15,8,2.7069074563853,0.452229694135361,13.5259160314914,14.161156875
31,240,240,1998,45,-25,50,-15,8,2.48109507934872,0.389823589475226,15.1299722687073,14.161156875
32,248,248,1998,45,-25,50,-15,8,2.61241170601046,0.478358174016635,16.7340285159399,14.161156875
33,256,256,1998,45,-25,50,-15,8,2.77801075840779,0.444061727377433,18.3380847656727,14.161156875
34,264,264,1998,45,-25,50,-15,8,2.57464408268007,0.489766387474174,19.9613163003823,14.161156875
35,272,272,1998,45,-25,50,-15,8,2.75631946586096,0.508679568736992,21.5909396118422,14.161156875
36,280,280,1998,45,-25,50,-15,8,2.58044791375188,0.4914018136571,23.2205629349583,14.161156875
37,288,288,1998,45,-25,50,-15,8,2.58228144566674,0.40633472499144,24.8501862393155,14.161156875
38,296,296,1998,45,-25,50,-15,8,2.77666678851665,0.477576711852264,30.2338711391555,14.161156875
39,304,304,1998,45,-25,50,-15,8,2.51862862329949,0.574523194649249,35.6175560204354,14.161156875
40,312,312,1998,45,-25,50,-15,8,2.40321022803688,0.625284314104567,41.0012409254412,14.161156875
41,320,320,1998,45,-25,50,-15,8,2.24409185270346,0.75811564742962,47.2362840228281,14.161156875
42,328,328,1998,45,-25,50,-15,8,1.72512763509974,1.08278038224737,59.4308349143798,14.161156875
43,336,336,1998,45,-25,50,-15,8,1.95400606345952,0.860889735169405,71.6253857268893,14.161156875
44,344,344,1998,45,-25,50,-15,8,2.17456935448534,0.898751919660284,83.8199365368157,14.161156875
45,352,352,1998,45,-25,50,-15,8,1.70248318718788,1.03274839892449,100.802889743183,14.161156875
46,360,360,1998,45,-25,50,-15,8,2.27686193481989,0.727593429572356,125.76651397215,14.161156875
47,366,1,1999,45,-25,50,-15,8,2.16892343033675,0.806028725917975,169.023159624603,14.161156875
48,373,8,1999,45,-25,50,-15,8,2.16892343033675,0.806028725917975,169.023159624603,14.161156875
49,381,16,1999,45,-25,50,-15,8,2.24801894581467,1.01023590570982,183.498480684161,14.161156875
50,389,24,1999,45,-25,50,-15,8,1.59233702271228,1.21234166277778,168.54832110703,14.161156875
51,397,32,1999,45,-25,50,-15,8,1.69845091241537,1.10131404303378,153.598161260188,14.161156875
52,405,40,1999,45,-25,50,-15,8,1.50870690090238,1.14342544172166,138.648001196285,14.161156875
53,413,48,1999,45,-25,50,-15,8,1.82393567323945,1.01990339319292,127.900961163541,14.161156875
54,421,56,1999,45,-25,50,-15,8,2.08252810686344,0.757175843326527,129.763279286359,14.161156875
55,429,64,1999,45,-25,50,-15,8,2.59651186465056,0.734981429407032,131.625597952472,14.161156875
56,437,72,1999,45,-25,50,-15,8,2.32740249696295,0.9015323370419,133.487915988532,14.161156875
57,445,80,1999,45,-25,50,-15,8,2.24748193475565,0.549425887401134,130.962777126068,14.161156875
58,453,88,1999,45,-25,50,-15,8,2.44351699339887,0.635778834321929,126.975152925916,14.161156875
59,461,96,1999,45,-25,50,-15,8,2.40825782415443,0.552681085515595,122.987528393368,14.161156875
60,469,104,1999,45,-25,50,-15,8,2.95358374638742,0.63913928122189,118.999904211396,14.161156875
61,477,112,1999,45,-25,50,-15,8,2.73677485347557,0.564313197898897,99.3698198468157,14.161156875
62,485,120,1999,45,-25,50,-15,8,2.81345441232727,0.477139279205415,77.5050981542802,14.161156875
63,493,128,1999,45,-25,50,-15,8,2.97840879799525,0.416138413861022,55.6403765365814,14.161156875
64,501,136,1999,45,-25,50,-15,8,3.36162232400399,0.385932907558394,35.9600196892023,14.161156875
65,509,144,1999,45,-25,50,-15,8,3.85588519640868,0.486084482953443,31.5702162683011,14.161156875
66,517,152,1999,45,-25,50,-15,8,3.55197704523327,0.469579981830632,27.1804128660262,14.161156875
67,525,160,1999,45,-25,50,-15,8,3.55122566741433,0.449254238260291,22.7906094406711,14.161156875
68,533,168,1999,45,-25,50,-15,8,4.0118046308119,0.496031365076972,19.4783706736896,14.161156875
69,541,176,1999,45,-25,50,-15,8,3.85404753306238,0.473950104374399,19.3988257764446,14.161156875
70,549,184,1999,45,-25,50,-15,8,3.79943174397016,0.403158379833998,19.3192808374597,14.161156875
71,557,192,1999,45,-25,50,-15,8,3.51503462173928,0.408387047202016,19.2397359318453,14.161156875
72,565,200,1999,45,-25,50,-15,8,3.25593537687512,0.406976192375673,18.9354106903325,14.161156875
73,573,208,1999,45,-25,50,-15,8,3.07399779911485,0.348396597657719,18.4063051243292,14.161156875
74,581,216,1999,45,-25,50,-15,8,2.90333933313437,0.447560424949753,17.8771995244342,14.161156875
75,589,224,1999,45,-25,50,-15,8,2.87968243167942,0.363871369931581,17.3480939611627,14.161156875
76,597,232,1999,45,-25,50,-15,8,2.79643946260575,0.434581822014395,18.275770572722,14.161156875
77,605,240,1999,45,-25,50,-15,8,2.82291998429933,0.39667752442661,20.0775165381035,14.161156875
78,613,248,1999,45,-25,50,-15,8,2.70650208299063,0.399589126833188,21.8792624862658,14.161156875
79,621,256,1999,45,-25,50,-15,8,2.81215260221074,0.451568104166152,23.6810084290472,14.161156875
80,629,264,1999,45,-25,50,-15,8,2.90527810803329,0.462340534518925,26.7656643842161,14.161156875
81,637,272,1999,45,-25,50,-15,8,3.01778595025102,0.37770672077845,30.2779569706155,14.161156875
82,645,280,1999,45,-25,50,-15,8,2.80822560623421,0.533135484270206,33.7902495507069,14.161156875
83,653,288,1999,45,-25,50,-15,8,2.81122021408796,0.492619064924264,37.3025421294737,14.161156875
84,661,296,1999,45,-25,50,-15,8,2.51330493728186,0.630433123474801,55.3532802366219,14.161156875
85,669,304,1999,45,-25,50,-15,8,2.52097628532108,0.57503266155467,73.4040184331937,14.161156875
86,677,312,1999,45,-25,50,-15,8,2.38606473945059,0.667659527745547,91.4547564940324,14.161156875
87,685,320,1999,45,-25,50,-15,8,2.27324340059201,0.763525630234704,107.518218723801,14.161156875
88,693,328,1999,45,-25,50,-15,8,1.98255699642718,0.896294569549925,109.670750251016,14.161156875
89,701,336,1999,45,-25,50,-15,8,1.94709531747037,1.06971798853729,111.823281756905,14.161156875
90,709,344,1999,45,-25,50,-15,8,1.86080105346201,0.792162186381484,113.975813149545,14.161156875
91,717,352,1999,45,-25,50,-15,8,1.40446128673423,1.08063655233171,122.099800498089,14.161156875
92,725,360,1999,45,-25,50,-15,8,1.58411695901273,1.07974082199252,140.176214924124,14.161156875
93,732,1,2000,45,-25,50,-15,8,1.60147012302324,0.867514464881643,248.04977738844,14.161156875
94,739,8,2000,45,-25,50,-15,8,1.60147012302324,0.867514464881643,248.04977738844,14.161156875
95,747,16,2000,45,-25,50,-15,8,2.21360014449473,0.993370972097142,232.328944190873,14.161156875
96,755,24,2000,45,-25,50,-15,8,1.85942968078694,0.987268961505551,222.001882537339,14.161156875
97,763,32,2000,45,-25,50,-15,8,1.98220066599766,0.862804369147919,211.674820848042,14.161156875
98,771,40,2000,45,-25,50,-15,8,1.96065186859859,1.06122423913966,201.347758879662,14.161156875
99,779,48,2000,45,-25,50,-15,8,2.42684938744675,0.671541182990736,196.87684906443,14.161156875
100,787,56,2000,45,-25,50,-15,8,2.07508491010414,0.811896104649787,209.974395500687,14.161156875
101,795,64,2000,45,-25,50,-15,8,2.62130348013139,0.681893926244457,223.07194176568,14.161156875
102,803,72,2000,45,-25,50,-15,8,2.74596938057163,0.89174451129584,236.16948795769,14.161156875
103,811,80,2000,45,-25,50,-15,8,3.0412387314962,0.515258491104091,241.069782606496,14.161156875
104,819,88,2000,45,-25,50,-15,8,2.67743381960735,0.585427204446537,243.23765938335,14.161156875
105,827,96,2000,45,-25,50,-15,8,2.93968009216812,0.53908668287975,245.405536479421,14.161156875
106,835,104,2000,45,-25,50,-15,8,3.02786553963088,0.55483572806447,247.573413461447,14.161156875
107,843,112,2000,45,-25,50,-15,8,3.04510719937164,0.461854874957308,207.54753716396,14.161156875
108,851,120,2000,45,-25,50,-15,8,2.75615038925713,0.529494721431084,161.493981751072,14.161156875
109,859,128,2000,45,-25,50,-15,8,3.009840914017,0.454661094766866,115.440426425901,14.161156875
110,867,136,2000,45,-25,50,-15,8,2.92499688580994,0.431724749868141,74.2591590435306,14.161156875
111,875,144,2000,45,-25,50,-15,8,2.96616950305817,0.450541160460667,67.1839080903763,14.161156875
112,883,152,2000,45,-25,50,-15,8,2.99578415584296,0.434939455901883,60.1086572516132,14.161156875
113,891,160,2000,45,-25,50,-15,8,3.06119007490097,0.470898600776532,53.0334064271053,14.161156875
114,899,168,2000,45,-25,50,-15,8,3.24546353663237,0.377274931472138,45.8861544719504,14.161156875
115,907,176,2000,45,-25,50,-15,8,3.29133055995087,0.32044227123403,38.5228992516133,14.161156875
116,915,184,2000,45,-25,50,-15,8,3.45953556968757,0.360534700499548,31.1596440099097,14.161156875
117,923,192,2000,45,-25,50,-15,8,3.38105362221181,0.348423746983305,23.7963887914437,14.161156875
118,931,200,2000,45,-25,50,-15,8,3.18086233194907,0.392313188544231,20.0919180555063,14.161156875
119,939,208,2000,45,-25,50,-15,8,3.04586284588073,0.38154898453795,20.046231812396,14.161156875
120,947,216,2000,45,-25,50,-15,8,2.79288063144735,0.36504115526198,20.0005455741535,14.161156875
121,955,224,2000,45,-25,50,-15,8,2.65668418357838,0.378445858047476,19.9548593305631,14.161156875
122,963,232,2000,45,-25,50,-15,8,2.68694180013836,0.437509914128352,21.8709086426348,14.161156875
123,971,240,2000,45,-25,50,-15,8,2.5828468673715,0.387016544250721,24.9639992910625,14.161156875
124,979,248,2000,45,-25,50,-15,8,2.57974794836446,0.434229516004412,28.0570900112805,14.161156875
125,987,256,2000,45,-25,50,-15,8,2.54894429035343,0.398798393811551,31.1501806232167,14.161156875
126,995,264,2000,45,-25,50,-15,8,2.67860412642424,0.464903498524569,37.9800856642425,14.161156875
127,1003,272,2000,45,-25,50,-15,8,2.586767022085,0.544689768303673,46.0555955220594,14.161156875
128,1011,280,2000,45,-25,50,-15,8,2.56894183851638,0.547582225410373,54.1311052434643,14.161156875
129,1019,288,2000,45,-25,50,-15,8,2.20058855094943,0.485679787577775,62.2066150932512,14.161156875
130,1027,296,2000,45,-25,50,-15,8,2.62250762276529,0.571747782637729,83.2241186314821,14.161156875
131,1035,304,2000,45,-25,50,-15,8,2.76459155749035,0.609898757357643,104.241622264451,14.161156875
132,1043,312,2000,45,-25,50,-15,8,2.71640684258135,0.650117888714285,125.259125827683,14.161156875
133,1051,320,2000,45,-25,50,-15,8,2.36307169308402,0.905670657793156,148.709875714282,14.161156875
134,1059,328,2000,45,-25,50,-15,8,2.33549690850821,0.745791091796788,189.193350418276,14.161156875
135,1067,336,2000,45,-25,50,-15,8,1.61972747460445,1.18953454006246,229.676825109323,14.161156875
136,1075,344,2000,45,-25,50,-15,8,1.47257375341521,1.32447098129952,270.160300134752,14.161156875
137,1083,352,2000,45,-25,50,-15,8,2.18050761772108,1.171011245091,289.477699487342,14.161156875
138,1091,360,2000,45,-25,50,-15,8,0.987212813403971,1.31443372307485,273.518307446904,14.161156875
139,1097,1,2001,45,-25,50,-15,8,1.65409891937043,1.00298885520779,302.217353972197,14.161156875
140,1104,8,2001,45,-25,50,-15,8,1.65409891937043,1.00298885520779,302.217353972197,14.161156875
141,1112,16,2001,45,-25,50,-15,8,1.55559805102744,0.896503418282871,345.315865993501,14.161156875
142,1120,24,2001,45,-25,50,-15,8,1.86948162111681,1.27362291087174,329.029216759604,14.161156875
143,1128,32,2001,45,-25,50,-15,8,1.70506516791949,0.932516999756241,312.742567416033,14.161156875
144,1136,40,2001,45,-25,50,-15,8,2.06670889081548,1.15697672590078,296.455917937358,14.161156875
145,1144,48,2001,45,-25,50,-15,8,1.45487461461143,1.02007866893285,282.289796698359,14.161156875
146,1152,56,2001,45,-25,50,-15,8,2.24675475913499,0.839192900382718,274.485259355174,14.161156875
147,1160,64,2001,45,-25,50,-15,8,1.89080181410758,0.866492715382326,266.680722289616,14.161156875
148,1168,72,2001,45,-25,50,-15,8,2.44426718414187,0.576027036846278,258.876184813447,14.161156875
149,1176,80,2001,45,-25,50,-15,8,2.05288620115356,0.776962983051389,218.532399060462,14.161156875
150,1184,88,2001,45,-25,50,-15,8,2.30308774392129,0.742526984058275,167.342197227809,14.161156875
151,1192,96,2001,45,-25,50,-15,8,2.57326456410328,0.678254260213751,116.151995533175,14.161156875
152,1200,104,2001,45,-25,50,-15,8,2.08837490356373,1.10210469324584,64.9617939146362,14.161156875
153,1208,112,2001,45,-25,50,-15,8,4.4477713453285,0.637355000808578,52.0423724538751,14.161156875
154,1216,120,2001,45,-25,50,-15,8,3.63959921615949,0.463185055247909,44.5902053696581,14.161156875
155,1224,128,2001,45,-25,50,-15,8,3.4453427439886,0.710905124585815,37.1380382350419,14.161156875
156,1232,136,2001,45,-25,50,-15,8,3.19455109950893,0.564999264162802,30.337879977988,14.161156875
157,1240,144,2001,45,-25,50,-15,8,3.57426624644075,0.635217088211198,28.1017844426632,14.161156875
158,1248,152,2001,45,-25,50,-15,8,3.90547894210784,0.542687064614769,25.8656889146897,14.161156875
159,1256,160,2001,45,-25,50,-15,8,3.652960559678,0.467825586482799,23.6295933994651,14.161156875
160,1264,168,2001,45,-25,50,-15,8,3.35840856239594,0.440772953562401,21.7539252397915,14.161156875
161,1272,176,2001,45,-25,50,-15,8,3.47779941093202,0.432560121536329,20.959539273878,14.161156875
162,1280,184,2001,45,-25,50,-15,8,3.30510950507194,0.414951216244191,20.1651532980138,14.161156875
163,1288,192,2001,45,-25,50,-15,8,3.04542582038854,0.435213415099035,19.3707673022648,14.161156875
164,1296,200,2001,45,-25,50,-15,8,2.88923025205316,0.429860128259133,18.8228105500672,14.161156875
165,1304,208,2001,45,-25,50,-15,8,2.66391769744158,0.439327791653927,18.5212830331922,14.161156875
166,1312,216,2001,45,-25,50,-15,8,2.68098093582581,0.482131265331814,18.2197555085438,14.161156875
167,1320,224,2001,45,-25,50,-15,8,2.65928928099712,0.464640894999176,17.9182279683402,14.161156875
168,1328,232,2001,45,-25,50,-15,8,2.55775018409042,0.519581653126824,18.986051265763,14.161156875
169,1336,240,2001,45,-25,50,-15,8,2.35773032198425,0.402291390840582,20.8754850783448,14.161156875
170,1344,248,2001,45,-25,50,-15,8,2.39319143080699,0.45993651673849,22.7649188298318,14.161156875
171,1352,256,2001,45,-25,50,-15,8,2.44879106986199,0.432616366385231,24.6543526229097,14.161156875
172,1360,264,2001,45,-25,50,-15,8,2.48174706790777,0.415902496264991,29.7801701659627,14.161156875
173,1368,272,2001,45,-25,50,-15,8,2.52444730266219,0.575138158519379,35.984782257312,14.161156875
174,1376,280,2001,45,-25,50,-15,8,2.8891388483025,0.523766976896188,42.1893943683308,14.161156875
175,1384,288,2001,45,-25,50,-15,8,2.53460439062222,0.490342544226001,48.3940065246158,14.161156875
176,1392,296,2001,45,-25,50,-15,8,2.38940497470992,0.680889884161324,59.5046507843005,14.161156875
177,1400,304,2001,45,-25,50,-15,8,2.71187528563217,0.664411257058137,70.6152950783572,14.161156875
178,1408,312,2001,45,-25,50,-15,8,2.34806377942885,0.742124011249363,81.7259392785697,14.161156875
179,1416,320,2001,45,-25,50,-15,8,2.06657811751486,0.74154859481685,93.5301211856141,14.161156875
180,1424,328,2001,45,-25,50,-15,8,1.23086987044535,1.22807477504638,110.189066633185,14.161156875
181,1432,336,2001,45,-25,50,-15,8,2.03246563480419,0.986226487612371,126.848011947606,14.161156875
182,1440,344,2001,45,-25,50,-15,8,2.51350211720234,0.882015773255834,143.506957394481,14.161156875
183,1448,352,2001,45,-25,50,-15,8,1.38914189088704,1.23705605225544,172.638110836877,14.161156875
184,1456,360,2001,45,-25,50,-15,8,1.77932816573351,0.820115539536886,222.556278504133,14.161156875
185,1462,1,2002,45,-25,50,-15,8,1.32561179708897,1.20231950054679,217.54737237321,14.161156875
186,1469,8,2002,45,-25,50,-15,8,1.32561179708897,1.20231950054679,217.54737237321,14.161156875
187,1477,16,2002,45,-25,50,-15,8,1.60429182366074,1.11104924381741,231.620850739413,14.161156875
188,1485,24,2002,45,-25,50,-15,8,2.50710574648271,0.947916506168591,252.458878218466,14.161156875
189,1493,32,2002,45,-25,50,-15,8,2.41532919127657,0.78540804352155,273.296905882624,14.161156875
190,1501,40,2002,45,-25,50,-15,8,2.39503310268312,0.922887745077116,294.134933488634,14.161156875
191,1509,48,2002,45,-25,50,-15,8,1.73659469513996,0.990375650267747,309.484174311692,14.161156875
192,1517,56,2002,45,-25,50,-15,8,1.82672306578248,1.06131190083586,308.367055473858,14.161156875
193,1525,64,2002,45,-25,50,-15,8,2.35245728355346,0.933731037519112,307.249937689041,14.161156875
194,1533,72,2002,45,-25,50,-15,8,2.07841273312516,0.833587611735437,306.132818714679,14.161156875
195,1541,80,2002,45,-25,50,-15,8,2.1905403066029,0.794051160877982,275.805786158029,14.161156875
196,1549,88,2002,45,-25,50,-15,8,1.85205348753863,0.851806482078387,235.742115744999,14.161156875
197,1557,96,2002,45,-25,50,-15,8,2.35916418080996,0.629161322689233,195.678445072009,14.161156875
198,1565,104,2002,45,-25,50,-15,8,2.03147715426234,0.901762655504303,155.614774300953,14.161156875
199,1573,112,2002,45,-25,50,-15,8,2.55038038951713,0.625883166715966,127.655470702913,14.161156875
200,1581,120,2002,45,-25,50,-15,8,2.79920608283438,0.823978099338327,101.425362415612,14.161156875
201,1589,128,2002,45,-25,50,-15,8,2.96442752426695,0.699120657356558,75.195254144437,14.161156875
202,1597,136,2002,45,-25,50,-15,8,3.63584549565838,0.440488420025463,51.387188735389,14.161156875
203,1605,144,2002,45,-25,50,-15,8,3.49436336591962,0.363819875409286,44.53342383792,14.161156875
204,1613,152,2002,45,-25,50,-15,8,3.18319884861798,0.461774299250239,37.6796589250532,14.161156875
205,1621,160,2002,45,-25,50,-15,8,3.47377798036891,0.398100614322974,30.8258939600157,14.161156875
206,1629,168,2002,45,-25,50,-15,8,3.02516920758835,0.489303000286437,25.0734466649096,14.161156875
207,1637,176,2002,45,-25,50,-15,8,3.1327987376474,0.426204863242499,22.6249522124397,14.161156875
208,1645,184,2002,45,-25,50,-15,8,2.97328010664291,0.499951631242823,20.1764577211854,14.161156875
209,1653,192,2002,45,-25,50,-15,8,3.0203990845725,0.47216802280886,17.7279632290287,14.161156875
210,1661,200,2002,45,-25,50,-15,8,3.16954523094986,0.463254927970363,16.3926150284128,14.161156875
211,1669,208,2002,45,-25,50,-15,8,2.95403805387271,0.450997844040754,16.170413097466,14.161156875
212,1677,216,2002,45,-25,50,-15,8,2.77595482939492,0.535797608447301,15.9482112059494,14.161156875
213,1685,224,2002,45,-25,50,-15,8,2.85309950699703,0.556640494157471,15.7260092761782,14.161156875
214,1693,232,2002,45,-25,50,-15,8,2.77892414776095,0.58618026532139,16.9604842277782,14.161156875
215,1701,240,2002,45,-25,50,-15,8,2.63282944997165,0.552372016874262,19.0689652907849,14.161156875
216,1709,248,2002,45,-25,50,-15,8,2.65798889232671,0.469413386100917,21.1774463342296,14.161156875
217,1717,256,2002,45,-25,50,-15,8,2.43973795871623,0.5601695490323,23.2859273923602,14.161156875
218,1725,264,2002,45,-25,50,-15,8,2.8019061940702,0.459773637653636,27.8028078020447,14.161156875
219,1733,272,2002,45,-25,50,-15,8,2.76922598006613,0.419822890908005,33.1224879898297,14.161156875
